,nombre_proyecto,moneda,precio,tamaño,dormitorios,baños,unidades_disp,link
18,Studio OH,UF,2632,24 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,25 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374743879-studio-oh-_JM#position=19&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
19,Condominio Borde Laguna Edificios,UF,2512,34 a 88 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378019883-condominio-borde-laguna-edificios-_JM#position=20&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
20,San Francisco 211,UF,2240,24 a 139 m² útiles,1 a 4 dormitorios,1 a 4 baños,298 unidades disponibles,https://www.portalinmobiliario.com/MLC-1514296386-san-francisco-211-_JM#position=21&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
21,Brisas de San Pedro - Deptos.,UF,2000,51 a 58 m² útiles,2 a 3 dormitorios,1 a 2 baños,79 unidades disponibles,https://www.portalinmobiliario.com/MLC-1434614339-brisas-de-san-pedro-deptos-_JM#position=22&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
22,Parque Arboleda Lo Curro ET.2,UF,17233,148 a 252 m² útiles,2 a 3 dormitorios,3 a 4 baños,59 unidades disponibles,https://www.portalinmobiliario.com/MLC-1444074451-parque-arboleda-lo-curro-et2-_JM#position=23&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
23,LC 12911,UF,8282,77 a 80 m² útiles,2 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-987589549-lc-12911-_JM#position=24&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
24,Condominio Costa San Francisco II,UF,2050,50 a 55 m² útiles,2 a 3 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1464930600-condominio-costa-san-francisco-ii-_JM#position=25&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
25,Condominio Madero,UF,5624,54 a 92 m² útiles,2 a 3 dormitorios,1 a 2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377854553-condominio-madero-_JM#position=26&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
26,ZE2707,UF,3200,56 a 65 m² útiles,2 a 3 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1592309768-ze2707-_JM#position=27&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
27,Edificio Metropolitano,UF,3070,34 a 69 m² útiles,1 a 3 dormitorios,1 a 2 baños,73 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055393309-edificio-metropolitano-_JM#position=28&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
28,Condominio Los Jacintos,UF,3075,46 a 75 m² útiles,2 a 3 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378408971-condominio-los-jacintos-_JM#position=29&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
29,Terrasud Costanera,UF,2490,33 a 65 m² útiles,1 a 2 dormitorios,1 a 2 baños,30 unidades disponibles,https://www.portalinmobiliario.com/MLC-2094130218-terrasud-costanera-_JM#position=30&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
30,Edificio Grao Marbella,UF,9140,88 a 141 m² útiles,2 a 3 dormitorios,2 a 3 baños,49 unidades disponibles,https://www.portalinmobiliario.com/MLC-2039275836-edificio-grao-marbella-_JM#position=31&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
31,Edificio Urban 2,UF,4974,54 a 64 m² útiles,2 dormitorios,2 baños,26 unidades disponibles,https://www.portalinmobiliario.com/MLC-1896785882-edificio-urban-2-_JM#position=32&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
32,Line,UF,2850,37 a 73 m² útiles,1 a 3 dormitorios,1 a 2 baños,112 unidades disponibles,https://www.portalinmobiliario.com/MLC-1845828110-line-_JM#position=33&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
33,Costanera Villarica Etapa 3,UF,5420,43 a 110 m² útiles,1 a 3 dormitorios,1 a 4 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1303801656-costanera-villarica-etapa-3-_JM#position=34&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
34,San Agustín,UF,3121,61 a 67 m² útiles,3 dormitorios,2 baños,144 unidades disponibles,https://www.portalinmobiliario.com/MLC-1614865302-san-agustin-_JM#position=35&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
35,Edificio Corrientes,UF,6609,49 a 83 m² útiles,2 dormitorios,2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-2263612656-edificio-corrientes-_JM#position=36&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
36,Condominio Cataluña,UF,8320,123 a 133 m² útiles,3 dormitorios,3 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-612209092-condominio-cataluna-_JM#position=37&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
37,Condominio Alcázar,UF,3350,44 a 77 m² útiles,2 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599990578-condominio-alcazar-_JM#position=38&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
38,Mosaic Art,UF,3050,33 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,152 unidades disponibles,https://www.portalinmobiliario.com/MLC-1609812112-mosaic-art-_JM#position=39&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
39,Edificio Laguna Oriente,UF,2150,30 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-526874510-edificio-laguna-oriente-_JM#position=40&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
40,Condominio Gran Pacífico Torre 4,UF,4041,53 a 95 m² útiles,2 a 4 dormitorios,2 a 3 baños,92 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378406023-condominio-gran-pacifico-torre-4-_JM#position=41&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
41,Edificio Maipú,UF,1957,27 a 44 m² útiles,1 a 2 dormitorios,1 baño,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569109660-edificio-maipu-_JM#position=42&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
42,Condominio Aitue,UF,2060,36 a 62 m² útiles,2 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-2029804144-condominio-aitue-_JM#position=43&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
43,Las Quemas,UF,4600,61 a 86 m² útiles,2 a 3 dormitorios,2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1427770965-las-quemas-_JM#position=44&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
44,Distrito Brillador 2,UF,2600,54 a 57 m² útiles,2 a 3 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1677691898-distrito-brillador-2-_JM#position=45&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
45,Alto San Joaquín,UF,5471,61 a 100 m² útiles,2 a 3 dormitorios,2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-2122706156-alto-san-joaquin-_JM#position=46&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
46,Centro Oriente,UF,2661,28 a 53 m² útiles,1 a 2 dormitorios,1 a 2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-1951875942-centro-oriente-_JM#position=47&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
47,Edificio San Pablo,UF,3047,33 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-2099428920-edificio-san-pablo-_JM#position=48&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
0,Neo Art,UF,2455,33 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,88 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379398425-neo-art-_JM#position=1&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
1,Edificio San Enrique,UF,3444,62 a 67 m² útiles,3 dormitorios,2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1423583461-edificio-san-enrique-_JM#position=2&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
2,Alta Vista Condominio Departamentos,UF,2915,52 a 63 m² útiles,2 a 3 dormitorios,1 a 2 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375550003-alta-vista-condominio-departamentos-_JM#position=3&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
3,Jardines de la Reserva Deptos,UF,9970,123 a 141 m² útiles,3 a 4 dormitorios,3 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-636856055-jardines-de-la-reserva-deptos-_JM#position=4&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
4,Vanguardia Center,UF,2847,45 a 53 m² útiles,2 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055373855-vanguardia-center-_JM#position=5&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
5,Terraza Mirador II,UF,2780,37 a 75 m² útiles,1 a 3 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424660586-terraza-mirador-ii-_JM#position=6&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
6,Aires del Sur,UF,2200,48 a 56 m² útiles,2 a 3 dormitorios,2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610751736-aires-del-sur-_JM#position=7&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
7,Edificio Viena,UF,2969,51 a 62 m² útiles,2 dormitorios,2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568302306-edificio-viena-_JM#position=8&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
8,Espacio Zúrich,UF,3131,42 a 72 m² útiles,1 a 3 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-515061699-espacio-zurich-_JM#position=9&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
9,Piemonte Chicureo,UF,8041,80 a 125 m² útiles,2 a 3 dormitorios,2 baños,41 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610716114-piemonte-chicureo-_JM#position=10&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
10,Edificio Aviador Acevedo,UF,2120,27 a 47 m² útiles,1 a 2 dormitorios,1 baño,19 unidades disponibles,https://www.portalinmobiliario.com/MLC-1427201177-edificio-aviador-acevedo-_JM#position=11&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
11,Parque Padre Hurtado,UF,2706,53 a 59 m² útiles,2 a 3 dormitorios,2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1600034846-parque-padre-hurtado-_JM#position=12&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
12,Edificio Nexus Vespucio,UF,2300,33 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,67 unidades disponibles,https://www.portalinmobiliario.com/MLC-561497919-edificio-nexus-vespucio-_JM#position=13&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
13,Edificio Vista Santuario,UF,2545,23 a 38 m² útiles,1 a 2 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-2031830572-edificio-vista-santuario-_JM#position=14&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
14,Edificio Alerce Plaza Costanera,UF,2938,36 a 79 m² útiles,1 a 3 dormitorios,1 a 2 baños,25 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378408551-edificio-alerce-plaza-costanera-_JM#position=15&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
15,Edificio Las Araucarias,UF,3375,61 a 72 m² útiles,2 a 3 dormitorios,2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-518802436-edificio-las-araucarias-_JM#position=16&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
16,Edificio Carrera,UF,1921,23 a 48 m² útiles,1 privado,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1988450782-edificio-carrera-_JM#position=17&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
17,Torre Capital,UF,3063,41 a 85 m² útiles,1 a 3 dormitorios,1 a 2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-2106949940-torre-capital-_JM#position=18&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
18,Smart Francia,UF,2542,25 a 90 m² útiles,1 a 2 dormitorios,1 a 2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378372487-smart-francia-_JM#position=19&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
19,Carrión 2,UF,2171,31 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,143 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610479658-carrion-2-_JM#position=20&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
20,Soul,UF,4400,48 a 72 m² útiles,1 a 2 dormitorios,1 a 2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-2083740190-soul-_JM#position=21&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
21,Edificio Baquedano 302,UF,2105,32 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569144996-edificio-baquedano-302-_JM#position=22&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
22,Condominio Parque Laguna Verde 2,UF,3458,67 a 85 m² útiles,2 a 3 dormitorios,2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-951853717-condominio-parque-laguna-verde-2-_JM#position=23&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
23,Edificio Santa Petronila Plaza,UF,2341,39 a 49 m² útiles,2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1651350046-edificio-santa-petronila-plaza-_JM#position=24&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
24,Edificio Plaza Lía Aguirre 384,UF,3042,28 a 41 m² útiles,1 a 2 dormitorios,1 baño,15 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379496093-edificio-plaza-lia-aguirre-384-_JM#position=25&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
25,Condominio Edificios Bulnes I,UF,6078,61 a 130 m² útiles,2 a 4 dormitorios,2 a 3 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424660544-condominio-edificios-bulnes-i-_JM#position=26&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
26,Condominio Plaza Cautín,UF,2500,48 a 60 m² útiles,2 a 3 dormitorios,1 baño,46 unidades disponibles,https://www.portalinmobiliario.com/MLC-1407934985-condominio-plaza-cautin-_JM#position=27&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
27,Edificio Plaza El Cobre,UF,3115,40 a 43 m² útiles,1 a 2 dormitorios,1 baño,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-949481133-edificio-plaza-el-cobre-_JM#position=28&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
28,Conjunto Yungay 977,UF,1800,56 m² útiles,3 dormitorios,1 baño,27 unidades disponibles,https://www.portalinmobiliario.com/MLC-1142052563-conjunto-yungay-977-_JM#position=29&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
29,Edificio Arboleda Valdepeñas,UF,2824,36 a 75 m² útiles,1 a 3 dormitorios,1 a 2 baños,72 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424648122-edificio-arboleda-valdepenas-_JM#position=30&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
30,Edificio Cotapos,UF,3523,51 a 71 m² útiles,2 dormitorios,2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1429035557-edificio-cotapos-_JM#position=31&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
31,Lomas de Borgoño,UF,2550,49 a 54 m² útiles,2 dormitorios,1 a 2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-946359336-lomas-de-borgono-_JM#position=32&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
32,Cerrillos 6300 II,UF,1700,30 a 48 m² útiles,1 a 3 dormitorios,1 baño,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1451306129-cerrillos-6300-ii-_JM#position=33&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
33,Edificio Columbus Park,UF,2350,31 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-555227628-edificio-columbus-park-_JM#position=34&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
34,Víctor Lamas A,UF,2838,22 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,144 unidades disponibles,https://www.portalinmobiliario.com/MLC-1445701263-victor-lamas-a-_JM#position=35&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
35,Jardines de Séptima Avenida,UF,3830,68 m² útiles,2 dormitorios,2 baños,1 unidad disponible,https://www.portalinmobiliario.com/MLC-1424660498-jardines-de-septima-avenida-_JM#position=36&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
36,Geo Métrica Independencia,UF,2450,35 a 55 m² útiles,1 a 2 dormitorios,1 a 2 baños,82 unidades disponibles,https://www.portalinmobiliario.com/MLC-1748095422-geo-metrica-independencia-_JM#position=37&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
37,Valdovinos 201,UF,2970,32 a 57 m² útiles,1 a 3 dormitorios,1 a 2 baños,27 unidades disponibles,https://www.portalinmobiliario.com/MLC-639358330-valdovinos-201-_JM#position=38&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
38,Jardines de Valle Grande,UF,2691,62 a 68 m² útiles,3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377862473-jardines-de-valle-grande-_JM#position=39&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
39,Activa Domínica,UF,2680,31 a 42 m² útiles,1 a 2 dormitorios,1 baño,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568339082-activa-dominica-_JM#position=40&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
40,Edificio Terrazas del Loa,UF,3040,40 a 68 m² útiles,1 a 2 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375158325-edificio-terrazas-del-loa-_JM#position=41&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
41,Condominio Natales,UF,3138,34 a 89 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424673568-condominio-natales-_JM#position=42&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
42,Edificio Santa Rosa del Mar,UF,2370,33 a 66 m² útiles,1 a 3 dormitorios,1 a 2 baños,64 unidades disponibles,https://www.portalinmobiliario.com/MLC-1576975940-edificio-santa-rosa-del-mar-_JM#position=43&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
43,Mapocho 3521,UF,2766,40 a 54 m² útiles,2 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1889254122-mapocho-3521-_JM#position=44&search_layout=grid&type=item&tracking_id=1c3e2078-1108-44ff-b456-a22179a5bd59
